DBT3-Q14,43.3649701470000,0.0005861353366377593
DBT3-Q2,1.5779482403333,0.00023293435544101903
DBT3-Q9,717.1320464116667,0.0052226331572392615
DBT3-Q20,74.3168412943333,0.0009203437374118946
DBT3-Q6,28.5863790893333,0.00012610171690808275
DBT3-Q17,13.3788997733333,0.00041925932103132875
DBT3-Q18,38.1841967200000,0.0002833414176434518
DBT3-Q8,98.2786511686667,0.0016263427306701026
DBT3-Q21,443.8172364343333,0.0011771217761629752
DBT3-Q13,1008.5952998590000,0.009914229951461583
DBT3-Q3,456.0111828596667,0.012940036705403534
DBT3-Q22,2.3102999970000,0.0002922675325427004
DBT3-Q16,4.0958373360000,0.000492207963949101
DBT3-Q4,45.1160039020000,0.00022415371203316552
DBT3-Q11,20.9132768883333,0.0012807181060189418
DBT3-Q15,29.6490241013333,0.0009943482885738009
DBT3-Q1,171.2675936250000,0.0003547194607072949
DBT3-Q10,61.8829359186667,0.0015829817646153654
DBT3-Q19,17.2171096473333,0.0007701433380037188
DBT3-Q5,305.2295726730000,0.0029319037271157916
DBT3-Q7,143.2980822716667,0.0016313801433602345
DBT3-Q12,43.7671355266667,0.0018646584210757098
